2024-06-28 13:14:26 Player1 Move, Edge: (4, 2) => (4, 3) Player1 Score: 0, Player2 Score: 0
2024-06-28 13:15:50 Player2 Move, Edge: (4, 0) => (4, 1) Player1 Score: 3, Player2 Score: 13
2024-06-28 13:15:53 Player2 Move, Edge: (4, 1) => (5, 1) Player1 Score: 3, Player2 Score: 14
2024-06-28 13:15:53 Player2 Move, Edge: (4, 2) => (5, 2) Player1 Score: 3, Player2 Score: 16
2024-06-28 13:15:56 Player2 Move, Edge: (1, 0) => (1, 1) Player1 Score: 3, Player2 Score: 16
2024-06-28 13:15:58 Player1 Move, Edge: (0, 1) => (1, 1) Player1 Score: 4, Player2 Score: 16
2024-06-28 13:16:01 Player1 Move, Edge: (2, 0) => (2, 1) Player1 Score: 5, Player2 Score: 16
2024-06-28 13:16:03 Player1 Move, Edge: (1, 1) => (1, 2) Player1 Score: 6, Player2 Score: 16
2024-06-28 13:16:06 Player1 Move, Edge: (2, 1) => (3, 1) Player1 Score: 7, Player2 Score: 16
2024-06-28 13:16:06 Player1 Move, Edge: (2, 1) => (2, 2) Player1 Score: 9, Player2 Score: 16
2024-06-28 13:16:06 Player2 Win! Score: 16
